,ambiguity_type,distance_bert,distance_elmo,overlap,pos,same,source,string,version,word
431,Homonymy,0.33258897066116333,0.15882444381713867,homonym,N,True,New (words from K+B (2007)),pupil,M2_a_M2_b,pupil
432,Homonymy,0.26236492395401,0.09495407342910767,homonym,N,True,New (words from K+B (2007)),seal,M1_a_M1_b,seal
433,Homonymy,0.12174147367477417,0.08681505918502808,homonym,N,False,New (words from K+B (2007)),seal,M1_a_M2_a,seal
434,Homonymy,0.3664023280143738,0.09179216623306274,homonym,N,False,New (words from K+B (2007)),seal,M1_a_M2_b,seal
435,Homonymy,0.2181699275970459,0.11057120561599731,homonym,N,False,New (words from K+B (2007)),seal,M1_b_M2_a,seal
436,Homonymy,0.19297432899475098,0.06107407808303833,homonym,N,False,New (words from K+B (2007)),seal,M1_b_M2_b,seal
437,Homonymy,0.28032487630844116,0.08184367418289185,homonym,N,True,New (words from K+B (2007)),seal,M2_a_M2_b,seal
438,Homonymy,0.22733080387115479,0.13376140594482422,homonym,N,True,New (words from K+B (2007)),tick,M1_a_M1_b,tick
439,Homonymy,0.4015101194381714,0.18216150999069214,homonym,N,False,New (words from K+B (2007)),tick,M1_a_M2_a,tick
440,Homonymy,0.4199996590614319,0.18249672651290894,homonym,N,False,New (words from K+B (2007)),tick,M1_a_M2_b,tick
441,Homonymy,0.36753374338150024,0.11863255500793457,homonym,N,False,New (words from K+B (2007)),tick,M1_b_M2_a,tick
442,Homonymy,0.40064823627471924,0.14696407318115234,homonym,N,False,New (words from K+B (2007)),tick,M1_b_M2_b,tick
443,Homonymy,0.06480884552001953,0.040090084075927734,homonym,N,True,New (words from K+B (2007)),tick,M2_a_M2_b,tick
444,Homonymy,0.009858191013336182,0.005891203880310059,homonym,N,True,New (words from K+B (2007)),yards,M1_a_M1_b,yard
445,Homonymy,0.31551098823547363,0.1187865138053894,homonym,N,False,New (words from K+B (2007)),yards,M1_a_M2_a,yard
446,Homonymy,0.39185047149658203,0.1601765751838684,homonym,N,False,New (words from K+B (2007)),yards,M1_a_M2_b,yard
447,Homonymy,0.31112778186798096,0.107002854347229,homonym,N,False,New (words from K+B (2007)),yards,M1_b_M2_a,yard
448,Homonymy,0.3877294063568115,0.1443406343460083,homonym,N,False,New (words from K+B (2007)),yards,M1_b_M2_b,yard
449,Homonymy,0.1626429557800293,0.06473499536514282,homonym,N,True,New (words from K+B (2007)),yards,M2_a_M2_b,yard
450,Polysemy,0.12812048196792603,0.050743162631988525,homonym,N,True,New (words from K+B (2007)),drill,M1_a_M1_b,drill
451,Polysemy,0.16852432489395142,0.12295621633529663,homonym,N,False,New (words from K+B (2007)),drill,M1_a_M2_a,drill
452,Polysemy,0.621650904417038,0.1674785017967224,homonym,N,False,New (words from K+B (2007)),drill,M1_a_M2_b,drill
453,Polysemy,0.20860505104064941,0.13049381971359253,homonym,N,False,New (words from K+B (2007)),drill,M1_b_M2_a,drill
454,Polysemy,0.59348464012146,0.18324518203735352,homonym,N,False,New (words from K+B (2007)),drill,M1_b_M2_b,drill
455,Polysemy,0.5597549080848694,0.08985036611557007,homonym,N,True,New (words from K+B (2007)),drill,M2_a_M2_b,drill
456,Homonymy,0.11870032548904419,0.05439871549606323,homonym,N,True,New (words from K+B (2007)),file,M1_a_M1_b,file
457,Homonymy,0.27878451347351074,0.07844400405883789,homonym,N,False,New (words from K+B (2007)),file,M1_a_M2_a,file
458,Homonymy,0.31746190786361694,0.09962791204452515,homonym,N,False,New (words from K+B (2007)),file,M1_a_M2_b,file
459,Homonymy,0.31877416372299194,0.09787166118621826,homonym,N,False,New (words from K+B (2007)),file,M1_b_M2_a,file
460,Homonymy,0.30138856172561646,0.10522150993347168,homonym,N,False,New (words from K+B (2007)),file,M1_b_M2_b,file
461,Homonymy,0.12625426054000854,0.06615424156188965,homonym,N,True,New (words from K+B (2007)),file,M2_a_M2_b,file
462,Homonymy,0.19771301746368408,0.05149495601654053,homonym,N,True,New (words from K+B (2007)),count,M1_a_M1_b,count
463,Homonymy,0.4479084014892578,0.09591561555862427,homonym,N,False,New (words from K+B (2007)),count,M1_a_M2_a,count
464,Homonymy,0.3828243613243103,0.08046150207519531,homonym,N,False,New (words from K+B (2007)),count,M1_a_M2_b,count
465,Homonymy,0.34777384996414185,0.13833951950073242,homonym,N,False,New (words from K+B (2007)),count,M1_b_M2_a,count
466,Homonymy,0.2843700051307678,0.13070064783096313,homonym,N,False,New (words from K+B (2007)),count,M1_b_M2_b,count
467,Homonymy,0.15510135889053345,0.0721578598022461,homonym,N,True,New (words from K+B (2007)),count,M2_a_M2_b,count
468,Homonymy,0.16022175550460815,0.0811159610748291,homonym,N,True,New (words from K+B (2007)),port,M1_a_M1_b,port
469,Homonymy,0.2250651717185974,0.07636183500289917,homonym,N,False,New (words from K+B (2007)),port,M1_a_M2_a,port
470,Homonymy,0.2308782935142517,0.06077665090560913,homonym,N,False,New (words from K+B (2007)),port,M1_a_M2_b,port
471,Homonymy,0.20807063579559326,0.08324611186981201,homonym,N,False,New (words from K+B (2007)),port,M1_b_M2_a,port
472,Homonymy,0.21450340747833252,0.07053154706954956,homonym,N,False,New (words from K+B (2007)),port,M1_b_M2_b,port
473,Homonymy,0.06746315956115723,0.0345495343208313,homonym,N,True,New (words from K+B (2007)),port,M2_a_M2_b,port
474,Homonymy,0.07649266719818115,0.08066636323928833,homonym,N,True,New (words from K+B (2007)),fan,M1_a_M1_b,fan
475,Homonymy,0.4028468132019043,0.17725157737731934,homonym,N,False,New (words from K+B (2007)),fan,M1_a_M2_a,fan
476,Homonymy,0.426824152469635,0.19445526599884033,homonym,N,False,New (words from K+B (2007)),fan,M1_a_M2_b,fan
477,Homonymy,0.47528141736984253,0.17619889974594116,homonym,N,False,New (words from K+B (2007)),fan,M1_b_M2_a,fan
478,Homonymy,0.4985434412956238,0.21645724773406982,homonym,N,False,New (words from K+B (2007)),fan,M1_b_M2_b,fan
479,Homonymy,0.10602647066116333,0.06093412637710571,homonym,N,True,New (words from K+B (2007)),fan,M2_a_M2_b,fan
480,Homonymy,0.12315142154693604,0.08075034618377686,homonym,N,True,New (words from K+B (2007)),sage,M1_a_M1_b,sage
481,Homonymy,0.3296509385108948,0.1151551604270935,homonym,N,False,New (words from K+B (2007)),sage,M1_a_M2_a,sage
482,Homonymy,0.33682113885879517,0.09383887052536011,homonym,N,False,New (words from K+B (2007)),sage,M1_a_M2_b,sage
483,Homonymy,0.3762017488479614,0.07212865352630615,homonym,N,False,New (words from K+B (2007)),sage,M1_b_M2_a,sage
484,Homonymy,0.394118070602417,0.08332973718643188,homonym,N,False,New (words from K+B (2007)),sage,M1_b_M2_b,sage
485,Homonymy,0.04114717245101929,0.045371830463409424,homonym,N,True,New (words from K+B (2007)),sage,M2_a_M2_b,sage
486,Homonymy,0.16136986017227173,0.049787044525146484,homonym,N,True,New (words from K+B (2007)),racket,M1_a_M1_b,racket
487,Homonymy,0.2862880825996399,0.0884808897972107,homonym,N,False,New (words from K+B (2007)),racket,M1_a_M2_a,racket
488,Homonymy,0.29893386363983154,0.10213518142700195,homonym,N,False,New (words from K+B (2007)),racket,M1_a_M2_b,racket
489,Homonymy,0.2621392607688904,0.06275361776351929,homonym,N,False,New (words from K+B (2007)),racket,M1_b_M2_a,racket
490,Homonymy,0.29596424102783203,0.07047504186630249,homonym,N,False,New (words from K+B (2007)),racket,M1_b_M2_b,racket
491,Homonymy,0.04439443349838257,0.016634106636047363,homonym,N,True,New (words from K+B (2007)),racket,M2_a_M2_b,racket
492,Homonymy,0.09533125162124634,0.06779253482818604,homonym,V,True,Brown(2008),toasted,M1_a_M1_b,toast
493,Homonymy,0.22229498624801636,0.13010454177856445,homonym,V,False,Brown(2008),toasted,M1_a_M2_a,toast
494,Homonymy,0.24185240268707275,0.18238717317581177,homonym,V,False,Brown(2008),toasted,M1_a_M2_b,toast
495,Homonymy,0.140097975730896,0.13288819789886475,homonym,V,False,Brown(2008),toasted,M1_b_M2_a,toast
496,Homonymy,0.18000024557113647,0.16503626108169556,homonym,V,False,Brown(2008),toasted,M1_b_M2_b,toast
497,Homonymy,0.10721683502197266,0.09547770023345947,homonym,V,True,Brown(2008),toasted,M2_a_M2_b,toast
498,Homonymy,0.07879775762557983,0.03989022970199585,homonym,V,True,Brown(2008),penned,M1_a_M1_b,pen
499,Homonymy,0.4647795557975769,0.1387997269630432,homonym,V,False,Brown(2008),penned,M1_a_M2_a,pen
500,Homonymy,0.32228219509124756,0.09442806243896484,homonym,V,False,Brown(2008),penned,M1_a_M2_b,pen
501,Homonymy,0.48061835765838623,0.18515384197235107,homonym,V,False,Brown(2008),penned,M1_b_M2_a,pen
502,Homonymy,0.35441112518310547,0.14042240381240845,homonym,V,False,Brown(2008),penned,M1_b_M2_b,pen
503,Homonymy,0.4477308392524719,0.07877397537231445,homonym,V,True,Brown(2008),penned,M2_a_M2_b,pen
504,Homonymy,0.05269157886505127,0.030866503715515137,homonym,V,True,Brown(2008),banked,M1_a_M1_b,bank
505,Homonymy,0.3239244222640991,0.13287979364395142,homonym,V,False,Brown(2008),banked,M1_a_M2_a,bank
506,Homonymy,0.27355480194091797,0.13630366325378418,homonym,V,False,Brown(2008),banked,M1_a_M2_b,bank
507,Homonymy,0.3509707450866699,0.1462830901145935,homonym,V,False,Brown(2008),banked,M1_b_M2_a,bank
508,Homonymy,0.29891055822372437,0.14644789695739746,homonym,V,False,Brown(2008),banked,M1_b_M2_b,bank
509,Homonymy,0.07129788398742676,0.01507037878036499,homonym,V,True,Brown(2008),banked,M2_a_M2_b,bank
510,Homonymy,0.07574117183685303,0.030859827995300293,homonym,V,True,Brown(2008),poached,M1_a_M1_b,poach
511,Homonymy,0.17714309692382812,0.14608007669448853,homonym,V,False,Brown(2008),poached,M1_a_M2_a,poach
512,Homonymy,0.2031039595603943,0.14639592170715332,homonym,V,False,Brown(2008),poached,M1_a_M2_b,poach
513,Homonymy,0.1950710415840149,0.10395503044128418,homonym,V,False,Brown(2008),poached,M1_b_M2_a,poach
514,Homonymy,0.27370303869247437,0.11964505910873413,homonym,V,False,Brown(2008),poached,M1_b_M2_b,poach
515,Homonymy,0.09446865320205688,0.037650465965270996,homonym,V,True,Brown(2008),poached,M2_a_M2_b,poach
516,Polysemy,0.13209795951843262,0.02587217092514038,homonym,V,True,Brown(2008),clogged,M1_a_M1_b,clog
517,Polysemy,0.17320555448532104,0.0967705249786377,homonym,V,False,Brown(2008),clogged,M1_a_M2_a,clog
518,Polysemy,0.23587942123413086,0.08124160766601562,homonym,V,False,Brown(2008),clogged,M1_a_M2_b,clog
519,Polysemy,0.2073575258255005,0.126630961894989,homonym,V,False,Brown(2008),clogged,M1_b_M2_a,clog
520,Polysemy,0.24084711074829102,0.11136066913604736,homonym,V,False,Brown(2008),clogged,M1_b_M2_b,clog
521,Polysemy,0.13866925239562988,0.040646910667419434,homonym,V,True,Brown(2008),clogged,M2_a_M2_b,clog
522,Polysemy,0.050181686878204346,0.030534744262695312,homonym,V,True,Brown(2008),staked,M1_a_M1_b,stake
523,Polysemy,0.2398088574409485,0.12962478399276733,homonym,V,False,Brown(2008),staked,M1_a_M2_a,stake
524,Polysemy,0.3029260039329529,0.11743402481079102,homonym,V,False,Brown(2008),staked,M1_a_M2_b,stake
525,Polysemy,0.2053888440132141,0.11574429273605347,homonym,V,False,Brown(2008),staked,M1_b_M2_a,stake
526,Polysemy,0.2875438928604126,0.09807568788528442,homonym,V,False,Brown(2008),staked,M1_b_M2_b,stake
527,Polysemy,0.191575288772583,0.07531261444091797,homonym,V,True,Brown(2008),staked,M2_a_M2_b,stake
528,Polysemy,0.2216261625289917,0.06493240594863892,homonym,V,True,Brown(2008),picked,M1_a_M1_b,pick
529,Polysemy,0.32020479440689087,0.11354541778564453,homonym,V,False,Brown(2008),picked,M1_a_M2_a,pick
530,Polysemy,0.20542359352111816,0.09314185380935669,homonym,V,False,Brown(2008),picked,M1_a_M2_b,pick
531,Polysemy,0.2781056761741638,0.11366778612136841,homonym,V,False,Brown(2008),picked,M1_b_M2_a,pick
532,Polysemy,0.32799994945526123,0.11889153718948364,homonym,V,False,Brown(2008),picked,M1_b_M2_b,pick
533,Polysemy,0.242567241191864,0.04573929309844971,homonym,V,True,Brown(2008),picked,M2_a_M2_b,pick
534,Polysemy,0.06842881441116333,0.0324130654335022,homonym,V,True,Brown(2008),stalled,M1_a_M1_b,stall
535,Polysemy,0.1604819893836975,0.07980871200561523,homonym,V,False,Brown(2008),stalled,M1_a_M2_a,stall
536,Polysemy,0.23123806715011597,0.08735179901123047,homonym,V,False,Brown(2008),stalled,M1_a_M2_b,stall
537,Polysemy,0.13881945610046387,0.10032665729522705,homonym,V,False,Brown(2008),stalled,M1_b_M2_a,stall
538,Polysemy,0.18355053663253784,0.1120869517326355,homonym,V,False,Brown(2008),stalled,M1_b_M2_b,stall
539,Polysemy,0.17804032564163208,0.05715763568878174,homonym,V,True,Brown(2008),stalled,M2_a_M2_b,stall
540,Polysemy,0.15393614768981934,0.14564090967178345,distant,V,True,Brown(2008),fixed,M1_a_M1_b,fix
541,Polysemy,0.24312061071395874,0.16229701042175293,distant,V,False,Brown(2008),fixed,M1_a_M2_a,fix
542,Polysemy,0.2937949299812317,0.1884138584136963,distant,V,False,Brown(2008),fixed,M1_a_M2_b,fix
543,Polysemy,0.34556788206100464,0.15506356954574585,distant,V,False,Brown(2008),fixed,M1_b_M2_a,fix
544,Polysemy,0.3545398712158203,0.17137396335601807,distant,V,False,Brown(2008),fixed,M1_b_M2_b,fix
545,Polysemy,0.1714392900466919,0.10219919681549072,distant,V,True,Brown(2008),fixed,M2_a_M2_b,fix
546,Polysemy,0.18787842988967896,0.1379528045654297,distant,V,True,Brown(2008),left,M1_a_M1_b,leave
547,Polysemy,0.6038128733634949,0.32140713930130005,distant,V,False,Brown(2008),left,M1_a_M2_a,leave
548,Polysemy,0.5331836044788361,0.33296895027160645,distant,V,False,Brown(2008),left,M1_a_M2_b,leave
549,Polysemy,0.6212942898273468,0.2783660292625427,distant,V,False,Brown(2008),left,M1_b_M2_a,leave
550,Polysemy,0.5476974844932556,0.28946924209594727,distant,V,False,Brown(2008),left,M1_b_M2_b,leave
551,Polysemy,0.20359301567077637,0.04116392135620117,distant,V,True,Brown(2008),left,M2_a_M2_b,leave
552,Polysemy,0.08032524585723877,0.048552870750427246,distant,V,True,Brown(2008),stayed,M1_a_M1_b,stay
553,Polysemy,0.3017536997795105,0.17682915925979614,distant,V,False,Brown(2008),stayed,M1_a_M2_a,stay
554,Polysemy,0.343555748462677,0.1502792239189148,distant,V,False,Brown(2008),stayed,M1_a_M2_b,stay
555,Polysemy,0.2840946912765503,0.1600688099861145,distant,V,False,Brown(2008),stayed,M1_b_M2_a,stay
556,Polysemy,0.33883851766586304,0.13213026523590088,distant,V,False,Brown(2008),stayed,M1_b_M2_b,stay
557,Polysemy,0.11859899759292603,0.06580942869186401,distant,V,True,Brown(2008),stayed,M2_a_M2_b,stay
558,Polysemy,0.42323487997055054,0.10715073347091675,distant,V,True,Brown(2008),crossed,M1_a_M1_b,cross
559,Polysemy,0.32818955183029175,0.10199868679046631,distant,V,False,Brown(2008),crossed,M1_a_M2_a,cross
560,Polysemy,0.4722582697868347,0.09822362661361694,distant,V,False,Brown(2008),crossed,M1_a_M2_b,cross
561,Polysemy,0.5040999054908752,0.13993680477142334,distant,V,False,Brown(2008),crossed,M1_b_M2_a,cross
562,Polysemy,0.5613771975040436,0.10846871137619019,distant,V,False,Brown(2008),crossed,M1_b_M2_b,cross
563,Polysemy,0.15675902366638184,0.06696832180023193,distant,V,True,Brown(2008),crossed,M2_a_M2_b,cross
564,Polysemy,0.16651833057403564,0.14509332180023193,distant,V,True,Brown(2008),ran,M1_a_M1_b,run
565,Polysemy,0.19116097688674927,0.17065483331680298,distant,V,False,Brown(2008),ran,M1_a_M2_a,run
566,Polysemy,0.21423012018203735,0.18750733137130737,distant,V,False,Brown(2008),ran,M1_a_M2_b,run
567,Polysemy,0.29390084743499756,0.2404835820198059,distant,V,False,Brown(2008),ran,M1_b_M2_a,run
568,Polysemy,0.3061160445213318,0.21374273300170898,distant,V,False,Brown(2008),ran,M1_b_M2_b,run
569,Polysemy,0.05878639221191406,0.08600097894668579,distant,V,True,Brown(2008),ran,M2_a_M2_b,run
570,Polysemy,0.16578751802444458,0.08907723426818848,distant,V,True,Brown(2008),spilled,M1_a_M1_b,spill
571,Polysemy,0.32845205068588257,0.12770545482635498,distant,V,False,Brown(2008),spilled,M1_a_M2_a,spill
572,Polysemy,0.3677690625190735,0.09836971759796143,distant,V,False,Brown(2008),spilled,M1_a_M2_b,spill
573,Polysemy,0.32275182008743286,0.1624811291694641,distant,V,False,Brown(2008),spilled,M1_b_M2_a,spill
574,Polysemy,0.39546525478363037,0.1351979374885559,distant,V,False,Brown(2008),spilled,M1_b_M2_b,spill
575,Polysemy,0.10026466846466064,0.09081375598907471,distant,V,True,Brown(2008),spilled,M2_a_M2_b,spill
576,Polysemy,0.15237396955490112,0.05816519260406494,distant,V,True,Brown(2008),cast,M1_a_M1_b,cast
577,Polysemy,0.22267252206802368,0.13726991415023804,distant,V,False,Brown(2008),cast,M1_a_M2_a,cast
578,Polysemy,0.1948772668838501,0.14131879806518555,distant,V,False,Brown(2008),cast,M1_a_M2_b,cast
579,Polysemy,0.26247960329055786,0.14614319801330566,distant,V,False,Brown(2008),cast,M1_b_M2_a,cast
580,Polysemy,0.26874417066574097,0.14810937643051147,distant,V,False,Brown(2008),cast,M1_b_M2_b,cast
581,Polysemy,0.16610437631607056,0.05445510149002075,distant,V,True,Brown(2008),cast,M2_a_M2_b,cast
582,Polysemy,0.13712894916534424,0.08235311508178711,distant,V,True,Brown(2008),pushed,M1_a_M1_b,push
583,Polysemy,0.47224581241607666,0.21807509660720825,distant,V,False,Brown(2008),pushed,M1_a_M2_a,push
584,Polysemy,0.46763044595718384,0.2259557843208313,distant,V,False,Brown(2008),pushed,M1_a_M2_b,push
585,Polysemy,0.45110297203063965,0.24454444646835327,distant,V,False,Brown(2008),pushed,M1_b_M2_a,push
586,Polysemy,0.47524136304855347,0.2519632577896118,distant,V,False,Brown(2008),pushed,M1_b_M2_b,push
587,Polysemy,0.09474200010299683,0.05236726999282837,distant,V,True,Brown(2008),pushed,M2_a_M2_b,push
588,Polysemy,0.19151043891906738,0.17092132568359375,distant,V,True,Brown(2008),called,M1_a_M1_b,call
589,Polysemy,0.2671293616294861,0.12120300531387329,distant,V,False,Brown(2008),called,M1_a_M2_a,call
590,Polysemy,0.37917953729629517,0.13008815050125122,distant,V,False,Brown(2008),called,M1_a_M2_b,call
591,Polysemy,0.34115463495254517,0.26310575008392334,distant,V,False,Brown(2008),called,M1_b_M2_a,call
592,Polysemy,0.464733362197876,0.304118275642395,distant,V,False,Brown(2008),called,M1_b_M2_b,call
593,Polysemy,0.14804142713546753,0.06815361976623535,distant,V,True,Brown(2008),called,M2_a_M2_b,call
594,Polysemy,0.1630043387413025,0.13580960035324097,distant,V,True,Brown(2008),drained,M1_a_M1_b,drain
595,Polysemy,0.27902334928512573,0.17132586240768433,distant,V,False,Brown(2008),drained,M1_a_M2_a,drain
596,Polysemy,0.3235851526260376,0.18150246143341064,distant,V,False,Brown(2008),drained,M1_a_M2_b,drain
597,Polysemy,0.36032634973526,0.1517217755317688,distant,V,False,Brown(2008),drained,M1_b_M2_a,drain
598,Polysemy,0.29404646158218384,0.14051401615142822,distant,V,False,Brown(2008),drained,M1_b_M2_b,drain
599,Polysemy,0.17424523830413818,0.08139699697494507,distant,V,True,Brown(2008),drained,M2_a_M2_b,drain
600,Polysemy,0.13907349109649658,0.050877273082733154,close,V,True,Brown(2008),drew,M1_a_M1_b,draw
601,Polysemy,0.3482513427734375,0.07818406820297241,close,V,False,Brown(2008),drew,M1_a_M2_a,draw
602,Polysemy,0.31797313690185547,0.1086394190788269,close,V,False,Brown(2008),drew,M1_a_M2_b,draw
603,Polysemy,0.2958596348762512,0.06931805610656738,close,V,False,Brown(2008),drew,M1_b_M2_a,draw
604,Polysemy,0.2672533392906189,0.11925143003463745,close,V,False,Brown(2008),drew,M1_b_M2_b,draw
605,Polysemy,0.25876444578170776,0.06461900472640991,close,V,True,Brown(2008),drew,M2_a_M2_b,draw
606,Polysemy,0.028505384922027588,0.029841125011444092,close,V,True,Brown(2008),hailed,M1_a_M1_b,hail
607,Polysemy,0.28127729892730713,0.0972633957862854,close,V,False,Brown(2008),hailed,M1_a_M2_a,hail
608,Polysemy,0.29408329725265503,0.09230411052703857,close,V,False,Brown(2008),hailed,M1_a_M2_b,hail
609,Polysemy,0.2770960330963135,0.09508311748504639,close,V,False,Brown(2008),hailed,M1_b_M2_a,hail
610,Polysemy,0.29422837495803833,0.09645354747772217,close,V,False,Brown(2008),hailed,M1_b_M2_b,hail
611,Polysemy,0.11702775955200195,0.04843854904174805,close,V,True,Brown(2008),hailed,M2_a_M2_b,hail
612,Polysemy,0.306388258934021,0.139396071434021,close,V,True,Brown(2008),posted,M1_a_M1_b,post
613,Polysemy,0.31415653228759766,0.16301941871643066,close,V,False,Brown(2008),posted,M1_a_M2_a,post
614,Polysemy,0.3541903495788574,0.164295494556427,close,V,False,Brown(2008),posted,M1_a_M2_b,post
615,Polysemy,0.223493754863739,0.1041635274887085,close,V,False,Brown(2008),posted,M1_b_M2_a,post
616,Polysemy,0.22527378797531128,0.10932236909866333,close,V,False,Brown(2008),posted,M1_b_M2_b,post
617,Polysemy,0.13998746871948242,0.056908607482910156,close,V,True,Brown(2008),posted,M2_a_M2_b,post
618,Polysemy,0.1327490210533142,0.09647542238235474,close,V,True,Brown(2008),broke,M1_a_M1_b,break
619,Polysemy,0.3570505976676941,0.1271234154701233,close,V,False,Brown(2008),broke,M1_a_M2_a,break
620,Polysemy,0.4054490923881531,0.11563193798065186,close,V,False,Brown(2008),broke,M1_a_M2_b,break
621,Polysemy,0.427916944026947,0.19157761335372925,close,V,False,Brown(2008),broke,M1_b_M2_a,break
622,Polysemy,0.4771001935005188,0.1552947759628296,close,V,False,Brown(2008),broke,M1_b_M2_b,break
623,Polysemy,0.3374210596084595,0.08242100477218628,close,V,True,Brown(2008),broke,M2_a_M2_b,break
624,Polysemy,0.14031893014907837,0.05565601587295532,close,V,True,Brown(2008),served,M1_a_M1_b,serve
625,Polysemy,0.37861770391464233,0.18376284837722778,close,V,False,Brown(2008),served,M1_a_M2_a,serve
626,Polysemy,0.5490643084049225,0.16911333799362183,close,V,False,Brown(2008),served,M1_a_M2_b,serve
627,Polysemy,0.40339821577072144,0.21568816900253296,close,V,False,Brown(2008),served,M1_b_M2_a,serve
628,Polysemy,0.5311541557312012,0.20495623350143433,close,V,False,Brown(2008),served,M1_b_M2_b,serve
629,Polysemy,0.3422067165374756,0.056961655616760254,close,V,True,Brown(2008),served,M2_a_M2_b,serve
630,Polysemy,0.11729371547698975,0.0957329273223877,close,V,True,Brown(2008),checked,M1_a_M1_b,check
631,Polysemy,0.1960679292678833,0.11168861389160156,close,V,False,Brown(2008),checked,M1_a_M2_a,check
632,Polysemy,0.24142920970916748,0.13753002882003784,close,V,False,Brown(2008),checked,M1_a_M2_b,check
633,Polysemy,0.18282920122146606,0.1252020001411438,close,V,False,Brown(2008),checked,M1_b_M2_a,check
634,Polysemy,0.26726919412612915,0.13739925622940063,close,V,False,Brown(2008),checked,M1_b_M2_b,check
635,Polysemy,0.12497305870056152,0.06404608488082886,close,V,True,Brown(2008),checked,M2_a_M2_b,check
636,Polysemy,0.014174103736877441,0.019585251808166504,close,V,True,Brown(2008),called,M1_a_M1_b,call
637,Polysemy,0.25077658891677856,0.069369375705719,close,V,False,Brown(2008),called,M1_a_M2_a,call
638,Polysemy,0.29147452116012573,0.06806826591491699,close,V,False,Brown(2008),called,M1_a_M2_b,call
639,Polysemy,0.2628178000450134,0.09464991092681885,close,V,False,Brown(2008),called,M1_b_M2_a,call
640,Polysemy,0.296514093875885,0.08990132808685303,close,V,False,Brown(2008),called,M1_b_M2_b,call
641,Polysemy,0.1042625904083252,0.022152066230773926,close,V,True,Brown(2008),called,M2_a_M2_b,call
642,Polysemy,0.20582395792007446,0.06477159261703491,close,V,True,Brown(2008),sang,M1_a_M1_b,sing
643,Polysemy,0.23325705528259277,0.07093185186386108,close,V,False,Brown(2008),sang,M1_a_M2_a,sing
644,Polysemy,0.28329014778137207,0.12958377599716187,close,V,False,Brown(2008),sang,M1_a_M2_b,sing
645,Polysemy,0.23268675804138184,0.08172261714935303,close,V,False,Brown(2008),sang,M1_b_M2_a,sing
646,Polysemy,0.17196160554885864,0.1392238736152649,close,V,False,Brown(2008),sang,M1_b_M2_b,sing
647,Polysemy,0.18512237071990967,0.07834726572036743,close,V,True,Brown(2008),sang,M2_a_M2_b,sing
648,Polysemy,0.13147693872451782,0.10875290632247925,close,V,True,Brown(2008),cleared,M1_a_M1_b,clear
649,Polysemy,0.2823149561882019,0.09390872716903687,close,V,False,Brown(2008),cleared,M1_a_M2_a,clear
650,Polysemy,0.3739539384841919,0.10629987716674805,close,V,False,Brown(2008),cleared,M1_a_M2_b,clear
651,Polysemy,0.19376587867736816,0.11823499202728271,close,V,False,Brown(2008),cleared,M1_b_M2_a,clear
652,Polysemy,0.3170570135116577,0.1251022219657898,close,V,False,Brown(2008),cleared,M1_b_M2_b,clear
653,Polysemy,0.10177284479141235,0.045526325702667236,close,V,True,Brown(2008),cleared,M2_a_M2_b,clear
654,Polysemy,0.046735942363739014,0.031241238117218018,close,V,True,Brown(2008),loaded,M1_a_M1_b,load
655,Polysemy,0.250927209854126,0.06706225872039795,close,V,False,Brown(2008),loaded,M1_a_M2_a,load
656,Polysemy,0.22170084714889526,0.06912755966186523,close,V,False,Brown(2008),loaded,M1_a_M2_b,load
657,Polysemy,0.20568323135375977,0.0835726261138916,close,V,False,Brown(2008),loaded,M1_b_M2_a,load
658,Polysemy,0.17863190174102783,0.08411407470703125,close,V,False,Brown(2008),loaded,M1_b_M2_b,load
659,Polysemy,0.03564298152923584,0.013177454471588135,close,V,True,Brown(2008),loaded,M2_a_M2_b,load
660,Homonymy,0.21459585428237915,0.1261310577392578,homonym,N,True,New stimuli,band,M1_a_M1_b,band
661,Homonymy,0.4495247006416321,0.0736386775970459,homonym,N,False,New stimuli,band,M1_a_M2_a,band
662,Homonymy,0.45585358142852783,0.07628172636032104,homonym,N,False,New stimuli,band,M1_a_M2_b,band
663,Homonymy,0.4114581346511841,0.1163414716720581,homonym,N,False,New stimuli,band,M1_b_M2_a,band
664,Homonymy,0.40910667181015015,0.12951123714447021,homonym,N,False,New stimuli,band,M1_b_M2_b,band
665,Homonymy,0.09126311540603638,0.03440558910369873,homonym,N,True,New stimuli,band,M2_a_M2_b,band
666,Homonymy,0.07167452573776245,0.03599900007247925,homonym,N,True,New stimuli,clip,M1_a_M1_b,clip
667,Homonymy,0.35190731287002563,0.06446462869644165,homonym,N,False,New stimuli,clip,M1_a_M2_a,clip
668,Homonymy,0.33322298526763916,0.09798681735992432,homonym,N,False,New stimuli,clip,M1_a_M2_b,clip
669,Homonymy,0.40623462200164795,0.07637321949005127,homonym,N,False,New stimuli,clip,M1_b_M2_a,clip
670,Homonymy,0.38048481941223145,0.10166788101196289,homonym,N,False,New stimuli,clip,M1_b_M2_b,clip
671,Homonymy,0.2087705135345459,0.06785827875137329,homonym,N,True,New stimuli,clip,M2_a_M2_b,clip
672,Homonymy,0.10647028684616089,0.013601243495941162,homonym,N,True,New stimuli,jam,M1_a_M1_b,jam
673,Homonymy,0.4428572654724121,0.10881316661834717,homonym,N,False,New stimuli,jam,M1_a_M2_a,jam
674,Homonymy,0.1147049069404602,0.07225370407104492,homonym,N,False,New stimuli,jam,M1_a_M2_b,jam
