,ambiguity_type,distance_bert,distance_elmo,overlap,pos,same,source,string,version,word
212,Unsure,0.2154855728149414,0.07760173082351685,moderate overlap,N,False,Klepousniotou et al (2008),guide,M1_a_M2_b,guide
213,Unsure,0.27543455362319946,0.07400065660476685,moderate overlap,N,False,Klepousniotou et al (2008),guide,M1_b_M2_a,guide
214,Unsure,0.3136834502220154,0.07638674974441528,moderate overlap,N,False,Klepousniotou et al (2008),guide,M1_b_M2_b,guide
215,Unsure,0.08763092756271362,0.029143095016479492,moderate overlap,N,True,Klepousniotou et al (2008),guide,M2_a_M2_b,guide
216,Polysemy,0.052037835121154785,0.04946744441986084,moderate overlap,N,True,Klepousniotou et al (2008),intelligence,M1_a_M1_b,intelligence
217,Polysemy,0.36427557468414307,0.1551993489265442,moderate overlap,N,False,Klepousniotou et al (2008),intelligence,M1_a_M2_a,intelligence
218,Polysemy,0.33479660749435425,0.09246325492858887,moderate overlap,N,False,Klepousniotou et al (2008),intelligence,M1_a_M2_b,intelligence
219,Polysemy,0.3565279245376587,0.2152409553527832,moderate overlap,N,False,Klepousniotou et al (2008),intelligence,M1_b_M2_a,intelligence
220,Polysemy,0.3430839776992798,0.15410298109054565,moderate overlap,N,False,Klepousniotou et al (2008),intelligence,M1_b_M2_b,intelligence
221,Polysemy,0.07502478361129761,0.12195372581481934,moderate overlap,N,True,Klepousniotou et al (2008),intelligence,M2_a_M2_b,intelligence
222,Polysemy,0.0978555679321289,0.0525435209274292,moderate overlap,N,True,Klepousniotou et al (2008),market,M1_a_M1_b,market
223,Polysemy,0.2063920497894287,0.1263819932937622,moderate overlap,N,False,Klepousniotou et al (2008),market,M1_a_M2_a,market
224,Polysemy,0.31036585569381714,0.1323869228363037,moderate overlap,N,False,Klepousniotou et al (2008),market,M1_a_M2_b,market
225,Polysemy,0.17900657653808594,0.11919236183166504,moderate overlap,N,False,Klepousniotou et al (2008),market,M1_b_M2_a,market
226,Polysemy,0.27894294261932373,0.12404787540435791,moderate overlap,N,False,Klepousniotou et al (2008),market,M1_b_M2_b,market
227,Polysemy,0.23054742813110352,0.08297806978225708,moderate overlap,N,True,Klepousniotou et al (2008),market,M2_a_M2_b,market
228,Polysemy,0.08383995294570923,0.051941514015197754,moderate overlap,N,True,Klepousniotou et al (2008),orange,M1_a_M1_b,orange
229,Polysemy,0.3072114586830139,0.06527376174926758,moderate overlap,N,False,Klepousniotou et al (2008),orange,M1_a_M2_a,orange
230,Polysemy,0.2739112377166748,0.05266064405441284,moderate overlap,N,False,Klepousniotou et al (2008),orange,M1_a_M2_b,orange
231,Polysemy,0.23661953210830688,0.0852925181388855,moderate overlap,N,False,Klepousniotou et al (2008),orange,M1_b_M2_a,orange
232,Polysemy,0.22677302360534668,0.09066975116729736,moderate overlap,N,False,Klepousniotou et al (2008),orange,M1_b_M2_b,orange
233,Polysemy,0.12255650758743286,0.05621522665023804,moderate overlap,N,True,Klepousniotou et al (2008),orange,M2_a_M2_b,orange
234,Polysemy,0.09464883804321289,0.045653581619262695,moderate overlap,N,True,Klepousniotou et al (2008),position,M1_a_M1_b,position
235,Polysemy,0.47241300344467163,0.11640924215316772,moderate overlap,N,False,Klepousniotou et al (2008),position,M1_a_M2_a,position
236,Polysemy,0.460071861743927,0.11903584003448486,moderate overlap,N,False,Klepousniotou et al (2008),position,M1_a_M2_b,position
237,Polysemy,0.42125457525253296,0.09959447383880615,moderate overlap,N,False,Klepousniotou et al (2008),position,M1_b_M2_a,position
238,Polysemy,0.4400387406349182,0.08991169929504395,moderate overlap,N,False,Klepousniotou et al (2008),position,M1_b_M2_b,position
239,Polysemy,0.44596773386001587,0.07132720947265625,moderate overlap,N,True,Klepousniotou et al (2008),position,M2_a_M2_b,position
240,Polysemy,0.12705010175704956,0.09051656723022461,moderate overlap,N,True,Klepousniotou et al (2008),power,M1_a_M1_b,power
241,Polysemy,0.5832508504390717,0.15226763486862183,moderate overlap,N,False,Klepousniotou et al (2008),power,M1_a_M2_a,power
242,Polysemy,0.5712792873382568,0.13032317161560059,moderate overlap,N,False,Klepousniotou et al (2008),power,M1_a_M2_b,power
243,Polysemy,0.5215655565261841,0.1764478087425232,moderate overlap,N,False,Klepousniotou et al (2008),power,M1_b_M2_a,power
244,Polysemy,0.5470223426818848,0.14163094758987427,moderate overlap,N,False,Klepousniotou et al (2008),power,M1_b_M2_b,power
245,Polysemy,0.2111925482749939,0.07419103384017944,moderate overlap,N,True,Klepousniotou et al (2008),power,M2_a_M2_b,power
246,Polysemy,0.564268559217453,0.08394557237625122,moderate overlap,N,True,Klepousniotou et al (2008),scene,M1_a_M1_b,scene
247,Polysemy,0.3149992823600769,0.07595336437225342,moderate overlap,N,False,Klepousniotou et al (2008),scene,M1_a_M2_a,scene
248,Polysemy,0.2189825177192688,0.05803728103637695,moderate overlap,N,False,Klepousniotou et al (2008),scene,M1_a_M2_b,scene
249,Polysemy,0.5463621020317078,0.057302772998809814,moderate overlap,N,False,Klepousniotou et al (2008),scene,M1_b_M2_a,scene
250,Polysemy,0.5691176950931549,0.050118207931518555,moderate overlap,N,False,Klepousniotou et al (2008),scene,M1_b_M2_b,scene
251,Polysemy,0.21104007959365845,0.05698925256729126,moderate overlap,N,True,Klepousniotou et al (2008),scene,M2_a_M2_b,scene
252,Polysemy,0.10057646036148071,0.04165071249008179,moderate overlap,N,True,Klepousniotou et al (2008),space,M1_a_M1_b,space
253,Polysemy,0.38808274269104004,0.1066439151763916,moderate overlap,N,False,Klepousniotou et al (2008),space,M1_a_M2_a,space
254,Polysemy,0.43528538942337036,0.1015620231628418,moderate overlap,N,False,Klepousniotou et al (2008),space,M1_a_M2_b,space
255,Polysemy,0.3789982795715332,0.10882925987243652,moderate overlap,N,False,Klepousniotou et al (2008),space,M1_b_M2_a,space
256,Polysemy,0.42646324634552,0.11409598588943481,moderate overlap,N,False,Klepousniotou et al (2008),space,M1_b_M2_b,space
257,Polysemy,0.07031792402267456,0.05651724338531494,moderate overlap,N,True,Klepousniotou et al (2008),space,M2_a_M2_b,space
258,Polysemy,0.1280372142791748,0.08336895704269409,moderate overlap,N,True,Klepousniotou et al (2008),term,M1_a_M1_b,term
259,Polysemy,0.4269225597381592,0.159046471118927,moderate overlap,N,False,Klepousniotou et al (2008),term,M1_a_M2_a,term
260,Polysemy,0.44393789768218994,0.1836053729057312,moderate overlap,N,False,Klepousniotou et al (2008),term,M1_a_M2_b,term
261,Polysemy,0.3928305506706238,0.1389164924621582,moderate overlap,N,False,Klepousniotou et al (2008),term,M1_b_M2_a,term
262,Polysemy,0.39792728424072266,0.1765730381011963,moderate overlap,N,False,Klepousniotou et al (2008),term,M1_b_M2_b,term
263,Polysemy,0.058774352073669434,0.07065725326538086,moderate overlap,N,True,Klepousniotou et al (2008),term,M2_a_M2_b,term
264,Polysemy,0.1297401785850525,0.01944708824157715,moderate overlap,N,True,Klepousniotou et al (2008),title,M1_a_M1_b,title
265,Polysemy,0.23968356847763062,0.05492568016052246,moderate overlap,N,False,Klepousniotou et al (2008),title,M1_a_M2_a,title
266,Polysemy,0.3413640856742859,0.11274033784866333,moderate overlap,N,False,Klepousniotou et al (2008),title,M1_a_M2_b,title
267,Polysemy,0.3257904052734375,0.06759482622146606,moderate overlap,N,False,Klepousniotou et al (2008),title,M1_b_M2_a,title
268,Polysemy,0.3919702172279358,0.11917847394943237,moderate overlap,N,False,Klepousniotou et al (2008),title,M1_b_M2_b,title
269,Polysemy,0.09340053796768188,0.06394451856613159,moderate overlap,N,True,Klepousniotou et al (2008),title,M2_a_M2_b,title
270,Polysemy,0.12432509660720825,0.04399830102920532,low overlap,N,True,Klepousniotou et al (2008),admission,M1_a_M1_b,admission
271,Polysemy,0.42251843214035034,0.1403096318244934,low overlap,N,False,Klepousniotou et al (2008),admission,M1_a_M2_a,admission
272,Polysemy,0.4219486713409424,0.149652898311615,low overlap,N,False,Klepousniotou et al (2008),admission,M1_a_M2_b,admission
273,Polysemy,0.44328850507736206,0.10368293523788452,low overlap,N,False,Klepousniotou et al (2008),admission,M1_b_M2_a,admission
274,Polysemy,0.45137500762939453,0.13599663972854614,low overlap,N,False,Klepousniotou et al (2008),admission,M1_b_M2_b,admission
275,Polysemy,0.07162457704544067,0.05916684865951538,low overlap,N,True,Klepousniotou et al (2008),admission,M2_a_M2_b,admission
276,Polysemy,0.2765499949455261,0.13886886835098267,low overlap,N,True,Klepousniotou et al (2008),appeal,M1_a_M1_b,appeal
277,Polysemy,0.5665459632873535,0.13851600885391235,low overlap,N,False,Klepousniotou et al (2008),appeal,M1_a_M2_a,appeal
278,Polysemy,0.5948482751846313,0.1765972375869751,low overlap,N,False,Klepousniotou et al (2008),appeal,M1_a_M2_b,appeal
279,Polysemy,0.4302446246147156,0.1529308557510376,low overlap,N,False,Klepousniotou et al (2008),appeal,M1_b_M2_a,appeal
280,Polysemy,0.4713691473007202,0.1999104619026184,low overlap,N,False,Klepousniotou et al (2008),appeal,M1_b_M2_b,appeal
281,Polysemy,0.09890139102935791,0.06065845489501953,low overlap,N,True,Klepousniotou et al (2008),appeal,M2_a_M2_b,appeal
282,Polysemy,0.1497417688369751,0.07773250341415405,low overlap,N,True,Klepousniotou et al (2008),block,M1_a_M1_b,block
283,Polysemy,0.344962477684021,0.126228928565979,low overlap,N,False,Klepousniotou et al (2008),block,M1_a_M2_a,block
284,Polysemy,0.7499231398105621,0.08927023410797119,low overlap,N,False,Klepousniotou et al (2008),block,M1_a_M2_b,block
285,Polysemy,0.4245447516441345,0.17136883735656738,low overlap,N,False,Klepousniotou et al (2008),block,M1_b_M2_a,block
286,Polysemy,0.747714102268219,0.13573765754699707,low overlap,N,False,Klepousniotou et al (2008),block,M1_b_M2_b,block
287,Polysemy,0.6813987493515015,0.11661189794540405,low overlap,N,True,Klepousniotou et al (2008),block,M2_a_M2_b,block
288,Polysemy,0.18104279041290283,0.07493126392364502,low overlap,N,True,Klepousniotou et al (2008),board,M1_a_M1_b,board
289,Polysemy,0.37600547075271606,0.12280988693237305,low overlap,N,False,Klepousniotou et al (2008),board,M1_a_M2_a,board
290,Polysemy,0.3068663477897644,0.1262454390525818,low overlap,N,False,Klepousniotou et al (2008),board,M1_a_M2_b,board
291,Polysemy,0.42013436555862427,0.10416412353515625,low overlap,N,False,Klepousniotou et al (2008),board,M1_b_M2_a,board
292,Polysemy,0.3223819136619568,0.12045574188232422,low overlap,N,False,Klepousniotou et al (2008),board,M1_b_M2_b,board
293,Polysemy,0.2363961935043335,0.06714361906051636,low overlap,N,True,Klepousniotou et al (2008),board,M2_a_M2_b,board
294,Polysemy,0.21124136447906494,0.1262567639350891,low overlap,N,True,Klepousniotou et al (2008),body,M1_a_M1_b,body
295,Polysemy,0.44524258375167847,0.19958114624023438,low overlap,N,False,Klepousniotou et al (2008),body,M1_a_M2_a,body
296,Polysemy,0.42089176177978516,0.17938601970672607,low overlap,N,False,Klepousniotou et al (2008),body,M1_a_M2_b,body
297,Polysemy,0.4083106517791748,0.20362025499343872,low overlap,N,False,Klepousniotou et al (2008),body,M1_b_M2_a,body
298,Polysemy,0.3736642003059387,0.18065869808197021,low overlap,N,False,Klepousniotou et al (2008),body,M1_b_M2_b,body
299,Polysemy,0.2009924054145813,0.08106952905654907,low overlap,N,True,Klepousniotou et al (2008),body,M2_a_M2_b,body
300,Polysemy,0.06295061111450195,0.0573694109916687,low overlap,N,True,Klepousniotou et al (2008),charm,M1_a_M1_b,charm
301,Polysemy,0.24099665880203247,0.11050164699554443,low overlap,N,False,Klepousniotou et al (2008),charm,M1_a_M2_a,charm
302,Polysemy,0.6617654263973236,0.03661084175109863,low overlap,N,False,Klepousniotou et al (2008),charm,M1_a_M2_b,charm
303,Polysemy,0.2448250651359558,0.154649555683136,low overlap,N,False,Klepousniotou et al (2008),charm,M1_b_M2_a,charm
304,Polysemy,0.6724138855934143,0.09892457723617554,low overlap,N,False,Klepousniotou et al (2008),charm,M1_b_M2_b,charm
305,Polysemy,0.6166521608829498,0.07942897081375122,low overlap,N,True,Klepousniotou et al (2008),charm,M2_a_M2_b,charm
306,Polysemy,0.04117769002914429,0.03866612911224365,low overlap,N,True,Klepousniotou et al (2008),cold,M1_a_M1_b,cold
307,Polysemy,0.2597000002861023,0.13158661127090454,low overlap,N,False,Klepousniotou et al (2008),cold,M1_a_M2_a,cold
308,Polysemy,0.3150295615196228,0.13909518718719482,low overlap,N,False,Klepousniotou et al (2008),cold,M1_a_M2_b,cold
309,Polysemy,0.2813147306442261,0.16817200183868408,low overlap,N,False,Klepousniotou et al (2008),cold,M1_b_M2_a,cold
310,Polysemy,0.2960042357444763,0.17009204626083374,low overlap,N,False,Klepousniotou et al (2008),cold,M1_b_M2_b,cold
311,Polysemy,0.17559599876403809,0.09279334545135498,low overlap,N,True,Klepousniotou et al (2008),cold,M2_a_M2_b,cold
312,Polysemy,0.10569274425506592,0.03300994634628296,low overlap,N,True,Klepousniotou et al (2008),column,M1_a_M1_b,column
313,Polysemy,0.45314377546310425,0.09084063768386841,low overlap,N,False,Klepousniotou et al (2008),column,M1_a_M2_a,column
314,Polysemy,0.46791768074035645,0.12030082941055298,low overlap,N,False,Klepousniotou et al (2008),column,M1_a_M2_b,column
315,Polysemy,0.4274439811706543,0.07854461669921875,low overlap,N,False,Klepousniotou et al (2008),column,M1_b_M2_a,column
316,Polysemy,0.4440617561340332,0.10904073715209961,low overlap,N,False,Klepousniotou et al (2008),column,M1_b_M2_b,column
317,Polysemy,0.10149377584457397,0.033630549907684326,low overlap,N,True,Klepousniotou et al (2008),column,M2_a_M2_b,column
318,Polysemy,0.169793963432312,0.10234785079956055,low overlap,N,True,Klepousniotou et al (2008),company,M1_a_M1_b,company
319,Polysemy,0.4888308644294739,0.14588260650634766,low overlap,N,False,Klepousniotou et al (2008),company,M1_a_M2_a,company
320,Polysemy,0.48150426149368286,0.14120787382125854,low overlap,N,False,Klepousniotou et al (2008),company,M1_a_M2_b,company
321,Polysemy,0.4681937098503113,0.21274244785308838,low overlap,N,False,Klepousniotou et al (2008),company,M1_b_M2_a,company
322,Polysemy,0.4616895914077759,0.20529311895370483,low overlap,N,False,Klepousniotou et al (2008),company,M1_b_M2_b,company
323,Polysemy,0.05755972862243652,0.049681246280670166,low overlap,N,True,Klepousniotou et al (2008),company,M2_a_M2_b,company
324,Polysemy,0.5953192114830017,0.053492724895477295,low overlap,N,True,Klepousniotou et al (2008),course,M1_a_M1_b,course
325,Polysemy,0.352136492729187,0.06465959548950195,low overlap,N,False,Klepousniotou et al (2008),course,M1_a_M2_a,course
326,Polysemy,0.4766198992729187,0.09908652305603027,low overlap,N,False,Klepousniotou et al (2008),course,M1_a_M2_b,course
327,Polysemy,0.6541329026222229,0.06170046329498291,low overlap,N,False,Klepousniotou et al (2008),course,M1_b_M2_a,course
328,Polysemy,0.6673620045185089,0.06808751821517944,low overlap,N,False,Klepousniotou et al (2008),course,M1_b_M2_b,course
329,Polysemy,0.28404366970062256,0.08540201187133789,low overlap,N,True,Klepousniotou et al (2008),course,M2_a_M2_b,course
330,Polysemy,0.2332260012626648,0.07991683483123779,low overlap,N,True,Klepousniotou et al (2008),date,M1_a_M1_b,date
331,Polysemy,0.35037583112716675,0.09520405530929565,low overlap,N,False,Klepousniotou et al (2008),date,M1_a_M2_a,date
332,Polysemy,0.5269066095352173,0.10036301612854004,low overlap,N,False,Klepousniotou et al (2008),date,M1_a_M2_b,date
333,Polysemy,0.4029572606086731,0.08302861452102661,low overlap,N,False,Klepousniotou et al (2008),date,M1_b_M2_a,date
334,Polysemy,0.5385514497756958,0.0669218897819519,low overlap,N,False,Klepousniotou et al (2008),date,M1_b_M2_b,date
335,Polysemy,0.4216282367706299,0.07629334926605225,low overlap,N,True,Klepousniotou et al (2008),date,M2_a_M2_b,date
336,Polysemy,0.012964308261871338,0.0044138431549072266,low overlap,N,True,Klepousniotou et al (2008),degrees,M1_a_M1_b,degree
337,Polysemy,0.5300857126712799,0.16927194595336914,low overlap,N,False,Klepousniotou et al (2008),degrees,M1_a_M2_a,degree
338,Polysemy,0.5486910939216614,0.17545300722122192,low overlap,N,False,Klepousniotou et al (2008),degrees,M1_a_M2_b,degree
339,Polysemy,0.5277113616466522,0.18201380968093872,low overlap,N,False,Klepousniotou et al (2008),degrees,M1_b_M2_a,degree
340,Polysemy,0.5414280593395233,0.1895419955253601,low overlap,N,False,Klepousniotou et al (2008),degrees,M1_b_M2_b,degree
341,Polysemy,0.10794210433959961,0.03803783655166626,low overlap,N,True,Klepousniotou et al (2008),degrees,M2_a_M2_b,degree
342,Polysemy,0.13188982009887695,0.05768740177154541,low overlap,N,True,Klepousniotou et al (2008),foundation,M1_a_M1_b,foundation
343,Polysemy,0.4053027629852295,0.15153956413269043,low overlap,N,False,Klepousniotou et al (2008),foundation,M1_a_M2_a,foundation
344,Polysemy,0.38710999488830566,0.11911636590957642,low overlap,N,False,Klepousniotou et al (2008),foundation,M1_a_M2_b,foundation
345,Polysemy,0.37853991985321045,0.11546933650970459,low overlap,N,False,Klepousniotou et al (2008),foundation,M1_b_M2_a,foundation
346,Polysemy,0.3699505925178528,0.0816313624382019,low overlap,N,False,Klepousniotou et al (2008),foundation,M1_b_M2_b,foundation
347,Polysemy,0.06825250387191772,0.04852187633514404,low overlap,N,True,Klepousniotou et al (2008),foundation,M2_a_M2_b,foundation
348,Polysemy,0.16488516330718994,0.04175013303756714,low overlap,N,True,Klepousniotou et al (2008),function,M1_a_M1_b,function
349,Polysemy,0.30575746297836304,0.08231556415557861,low overlap,N,False,Klepousniotou et al (2008),function,M1_a_M2_a,function
350,Polysemy,0.2704220414161682,0.0821143388748169,low overlap,N,False,Klepousniotou et al (2008),function,M1_a_M2_b,function
351,Polysemy,0.4777488708496094,0.09358847141265869,low overlap,N,False,Klepousniotou et al (2008),function,M1_b_M2_a,function
352,Polysemy,0.4635161757469177,0.0936165452003479,low overlap,N,False,Klepousniotou et al (2008),function,M1_b_M2_b,function
353,Polysemy,0.08493608236312866,0.05172240734100342,low overlap,N,True,Klepousniotou et al (2008),function,M2_a_M2_b,function
354,Polysemy,0.12740075588226318,0.03904908895492554,low overlap,N,True,Klepousniotou et al (2008),issue,M1_a_M1_b,issue
355,Polysemy,0.5923424959182739,0.10863244533538818,low overlap,N,False,Klepousniotou et al (2008),issue,M1_a_M2_a,issue
356,Polysemy,0.4425760507583618,0.07397472858428955,low overlap,N,False,Klepousniotou et al (2008),issue,M1_a_M2_b,issue
357,Polysemy,0.5094383358955383,0.10062545537948608,low overlap,N,False,Klepousniotou et al (2008),issue,M1_b_M2_a,issue
358,Polysemy,0.42918646335601807,0.08209675550460815,low overlap,N,False,Klepousniotou et al (2008),issue,M1_b_M2_b,issue
359,Polysemy,0.2631682753562927,0.08229190111160278,low overlap,N,True,Klepousniotou et al (2008),issue,M2_a_M2_b,issue
360,Polysemy,0.05956333875656128,0.06784951686859131,low overlap,N,True,Klepousniotou et al (2008),key,M1_a_M1_b,key
361,Polysemy,0.08456850051879883,0.06971073150634766,low overlap,N,False,Klepousniotou et al (2008),key,M1_a_M2_a,key
362,Polysemy,0.13886314630508423,0.048931658267974854,low overlap,N,False,Klepousniotou et al (2008),key,M1_a_M2_b,key
363,Polysemy,0.10065239667892456,0.11624854803085327,low overlap,N,False,Klepousniotou et al (2008),key,M1_b_M2_a,key
364,Polysemy,0.18594467639923096,0.0723000168800354,low overlap,N,False,Klepousniotou et al (2008),key,M1_b_M2_b,key
365,Polysemy,0.11515945196151733,0.07008951902389526,low overlap,N,True,Klepousniotou et al (2008),key,M2_a_M2_b,key
366,Polysemy,0.10874068737030029,0.03473520278930664,low overlap,N,True,Klepousniotou et al (2008),movement,M1_a_M1_b,movement
367,Polysemy,0.41843539476394653,0.1268070936203003,low overlap,N,False,Klepousniotou et al (2008),movement,M1_a_M2_a,movement
368,Polysemy,0.6194026470184326,0.10026484727859497,low overlap,N,False,Klepousniotou et al (2008),movement,M1_a_M2_b,movement
369,Polysemy,0.41979920864105225,0.1592797040939331,low overlap,N,False,Klepousniotou et al (2008),movement,M1_b_M2_a,movement
370,Polysemy,0.664320558309555,0.11200571060180664,low overlap,N,False,Klepousniotou et al (2008),movement,M1_b_M2_b,movement
371,Polysemy,0.5185577273368835,0.06766486167907715,low overlap,N,True,Klepousniotou et al (2008),movement,M2_a_M2_b,movement
372,Polysemy,0.0776529312133789,0.06615424156188965,low overlap,N,True,Klepousniotou et al (2008),panel,M1_a_M1_b,panel
373,Polysemy,0.3371625542640686,0.10556989908218384,low overlap,N,False,Klepousniotou et al (2008),panel,M1_a_M2_a,panel
374,Polysemy,0.23014485836029053,0.09663045406341553,low overlap,N,False,Klepousniotou et al (2008),panel,M1_a_M2_b,panel
375,Polysemy,0.37227797508239746,0.11701411008834839,low overlap,N,False,Klepousniotou et al (2008),panel,M1_b_M2_a,panel
376,Polysemy,0.20578092336654663,0.09601140022277832,low overlap,N,False,Klepousniotou et al (2008),panel,M1_b_M2_b,panel
377,Polysemy,0.30765998363494873,0.10987508296966553,low overlap,N,True,Klepousniotou et al (2008),panel,M2_a_M2_b,panel
378,Polysemy,0.09627556800842285,0.07470971345901489,low overlap,N,True,Klepousniotou et al (2008),passage,M1_a_M1_b,passage
379,Polysemy,0.35155826807022095,0.07680124044418335,low overlap,N,False,Klepousniotou et al (2008),passage,M1_a_M2_a,passage
380,Polysemy,0.4171329736709595,0.09774166345596313,low overlap,N,False,Klepousniotou et al (2008),passage,M1_a_M2_b,passage
381,Polysemy,0.41839826107025146,0.09092158079147339,low overlap,N,False,Klepousniotou et al (2008),passage,M1_b_M2_a,passage
382,Polysemy,0.4570598602294922,0.07458782196044922,low overlap,N,False,Klepousniotou et al (2008),passage,M1_b_M2_b,passage
383,Polysemy,0.19185686111450195,0.039234697818756104,low overlap,N,True,Klepousniotou et al (2008),passage,M2_a_M2_b,passage
384,Polysemy,0.5051583647727966,0.08822280168533325,low overlap,N,True,Klepousniotou et al (2008),tape,M1_a_M1_b,tape
385,Polysemy,0.198552668094635,0.06682777404785156,low overlap,N,False,Klepousniotou et al (2008),tape,M1_a_M2_a,tape
386,Polysemy,0.17361879348754883,0.05038332939147949,low overlap,N,False,Klepousniotou et al (2008),tape,M1_a_M2_b,tape
387,Polysemy,0.48545628786087036,0.13250404596328735,low overlap,N,False,Klepousniotou et al (2008),tape,M1_b_M2_a,tape
388,Polysemy,0.5106998383998871,0.09274953603744507,low overlap,N,False,Klepousniotou et al (2008),tape,M1_b_M2_b,tape
389,Polysemy,0.06347119808197021,0.03965479135513306,low overlap,N,True,Klepousniotou et al (2008),tape,M2_a_M2_b,tape
390,Polysemy,0.05913358926773071,0.011585056781768799,low overlap,N,True,Klepousniotou et al (2008),tracks,M1_a_M1_b,track
391,Polysemy,0.21104639768600464,0.0543828010559082,low overlap,N,False,Klepousniotou et al (2008),tracks,M1_a_M2_a,track
392,Polysemy,0.28639596700668335,0.037346839904785156,low overlap,N,False,Klepousniotou et al (2008),tracks,M1_a_M2_b,track
393,Polysemy,0.14831268787384033,0.04714691638946533,low overlap,N,False,Klepousniotou et al (2008),tracks,M1_b_M2_a,track
394,Polysemy,0.21282237768173218,0.03402632474899292,low overlap,N,False,Klepousniotou et al (2008),tracks,M1_b_M2_b,track
395,Polysemy,0.09153127670288086,0.022711575031280518,low overlap,N,True,Klepousniotou et al (2008),tracks,M2_a_M2_b,track
396,Homonymy,0.11742687225341797,0.03093254566192627,homonym,N,True,New (words from K+B (2007)),bat,M1_a_M1_b,bat
397,Homonymy,0.14121299982070923,0.03746980428695679,homonym,N,False,New (words from K+B (2007)),bat,M1_a_M2_a,bat
398,Homonymy,0.1267518401145935,0.03700864315032959,homonym,N,False,New (words from K+B (2007)),bat,M1_a_M2_b,bat
399,Homonymy,0.19904518127441406,0.04989868402481079,homonym,N,False,New (words from K+B (2007)),bat,M1_b_M2_a,bat
400,Homonymy,0.1900961995124817,0.043249309062957764,homonym,N,False,New (words from K+B (2007)),bat,M1_b_M2_b,bat
401,Homonymy,0.048884034156799316,0.019455552101135254,homonym,N,True,New (words from K+B (2007)),bat,M2_a_M2_b,bat
402,Homonymy,0.08166366815567017,0.06592047214508057,homonym,N,True,New (words from K+B (2007)),cape,M1_a_M1_b,cape
403,Homonymy,0.281921923160553,0.08051031827926636,homonym,N,False,New (words from K+B (2007)),cape,M1_a_M2_a,cape
404,Homonymy,0.3808949589729309,0.07342231273651123,homonym,N,False,New (words from K+B (2007)),cape,M1_a_M2_b,cape
405,Homonymy,0.2725687623023987,0.0720517635345459,homonym,N,False,New (words from K+B (2007)),cape,M1_b_M2_a,cape
406,Homonymy,0.3646720051765442,0.08200639486312866,homonym,N,False,New (words from K+B (2007)),cape,M1_b_M2_b,cape
407,Homonymy,0.09269934892654419,0.05475354194641113,homonym,N,True,New (words from K+B (2007)),cape,M2_a_M2_b,cape
408,Polysemy,0.155539870262146,0.06055992841720581,homonym,N,True,New (words from K+B (2007)),cell,M1_a_M1_b,cell
409,Polysemy,0.4704211950302124,0.1836259961128235,homonym,N,False,New (words from K+B (2007)),cell,M1_a_M2_a,cell
410,Polysemy,0.46783602237701416,0.18063807487487793,homonym,N,False,New (words from K+B (2007)),cell,M1_a_M2_b,cell
411,Polysemy,0.45668476819992065,0.14506548643112183,homonym,N,False,New (words from K+B (2007)),cell,M1_b_M2_a,cell
412,Polysemy,0.4409223198890686,0.1500522494316101,homonym,N,False,New (words from K+B (2007)),cell,M1_b_M2_b,cell
413,Polysemy,0.07369661331176758,0.006712198257446289,homonym,N,True,New (words from K+B (2007)),cell,M2_a_M2_b,cell
414,Homonymy,0.18115681409835815,0.07255494594573975,homonym,N,True,New (words from K+B (2007)),mold,M1_a_M1_b,mold
415,Homonymy,0.37387943267822266,0.10933846235275269,homonym,N,False,New (words from K+B (2007)),mold,M1_a_M2_a,mold
416,Homonymy,0.29953211545944214,0.09638369083404541,homonym,N,False,New (words from K+B (2007)),mold,M1_a_M2_b,mold
417,Homonymy,0.30210936069488525,0.11259806156158447,homonym,N,False,New (words from K+B (2007)),mold,M1_b_M2_a,mold
418,Homonymy,0.24109101295471191,0.11049598455429077,homonym,N,False,New (words from K+B (2007)),mold,M1_b_M2_b,mold
419,Homonymy,0.12057864665985107,0.045725107192993164,homonym,N,True,New (words from K+B (2007)),mold,M2_a_M2_b,mold
420,Homonymy,0.09174299240112305,0.03558772802352905,homonym,N,True,New (words from K+B (2007)),match,M1_a_M1_b,match
421,Homonymy,0.46217286586761475,0.06054335832595825,homonym,N,False,New (words from K+B (2007)),match,M1_a_M2_a,match
422,Homonymy,0.46939510107040405,0.07887119054794312,homonym,N,False,New (words from K+B (2007)),match,M1_a_M2_b,match
423,Homonymy,0.46863049268722534,0.06765878200531006,homonym,N,False,New (words from K+B (2007)),match,M1_b_M2_a,match
424,Homonymy,0.500597208738327,0.08028453588485718,homonym,N,False,New (words from K+B (2007)),match,M1_b_M2_b,match
425,Homonymy,0.15625476837158203,0.04568445682525635,homonym,N,True,New (words from K+B (2007)),match,M2_a_M2_b,match
426,Homonymy,0.11678779125213623,0.0805661678314209,homonym,N,True,New (words from K+B (2007)),pupil,M1_a_M1_b,pupil
427,Homonymy,0.3244713544845581,0.16458386182785034,homonym,N,False,New (words from K+B (2007)),pupil,M1_a_M2_a,pupil
428,Homonymy,0.1151432991027832,0.12356513738632202,homonym,N,False,New (words from K+B (2007)),pupil,M1_a_M2_b,pupil
429,Homonymy,0.3431870937347412,0.15859973430633545,homonym,N,False,New (words from K+B (2007)),pupil,M1_b_M2_a,pupil
430,Homonymy,0.11799341440200806,0.1160508394241333,homonym,N,False,New (words from K+B (2007)),pupil,M1_b_M2_b,pupil
