"","word","version_with_order","ambiguity_type","dominance_right","sd_dominance"
"384","film","M2_b_M1_b","Polysemy",0.545454545454545,1.69491217257039
"385","fix","M1_a_M2_a","Polysemy",-0.916666666666667,0.996204919895622
"386","fix","M1_a_M2_b","Polysemy",-0.714285714285714,1.60356745147455
"387","fix","M1_b_M2_a","Polysemy",-1.69230769230769,0.480384461415261
"388","fix","M1_b_M2_b","Polysemy",-0.818181818181818,1.4709304414677
"389","fix","M2_a_M1_a","Polysemy",0.875,1.24642345475822
"390","fix","M2_a_M1_b","Polysemy",1.76923076923077,0.438529009653515
"391","fix","M2_b_M1_a","Polysemy",1.14285714285714,1.0690449676497
"392","fix","M2_b_M1_b","Polysemy",0.142857142857143,1.77281052085584
"393","foundation","M1_a_M2_a","Polysemy",-1.22222222222222,1.30170827931778
"394","foundation","M1_a_M2_b","Polysemy",-0.125,1.5526475085203
"395","foundation","M1_b_M2_a","Polysemy",-0.166666666666667,1.46680440124618
"396","foundation","M1_b_M2_b","Polysemy",0.285714285714286,1.60356745147455
"397","foundation","M2_a_M1_a","Polysemy",0.444444444444444,1.42400062421959
"398","foundation","M2_a_M1_b","Polysemy",0.5,1.6431676725155
"399","foundation","M2_b_M1_a","Polysemy",-0.5,1.26491106406735
"400","foundation","M2_b_M1_b","Polysemy",-0.727272727272727,1.1908743922773
"401","function","M1_a_M2_a","Polysemy",0,1.56892908110547
"402","function","M1_a_M2_b","Polysemy",-0.785714285714286,1.25137287246211
"403","function","M1_b_M2_a","Polysemy",-0.4,1.50554530541816
"404","function","M1_b_M2_b","Polysemy",-0.833333333333333,0.983192080250175
"405","function","M2_a_M1_a","Polysemy",0.333333333333333,1.50554530541816
"406","function","M2_a_M1_b","Polysemy",-0.153846153846154,1.5191090506255
"407","function","M2_b_M1_a","Polysemy",0.142857142857143,1.4638501094228
"408","function","M2_b_M1_b","Polysemy",0.75,1.48804761828569
"409","ground","M1_a_M2_a","Polysemy",-0.375,1.76776695296637
"410","ground","M1_a_M2_b","Polysemy",-1.5,0.52704627669473
"411","ground","M1_b_M2_a","Polysemy",-0.307692307692308,1.31558702896054
"412","ground","M1_b_M2_b","Polysemy",-1.2,1.20712172424443
"413","ground","M2_a_M1_a","Polysemy",-0.6,1.64654520469713
"414","ground","M2_a_M1_b","Polysemy",0.222222222222222,1.48136573621926
"415","ground","M2_b_M1_a","Polysemy",0.888888888888889,1.16666666666667
"416","ground","M2_b_M1_b","Polysemy",0.25,1.5
"417","guard","M1_a_M2_a","Polysemy",-0.166666666666667,1.46680440124618
"418","guard","M1_a_M2_b","Polysemy",-0.333333333333333,1.50554530541816
"419","guard","M1_b_M2_a","Polysemy",-1.06666666666667,1.16291915126588
"420","guard","M1_b_M2_b","Polysemy",-1,1.22474487139159
"421","guard","M2_a_M1_a","Polysemy",-0.571428571428571,1.51185789203691
"422","guard","M2_a_M1_b","Polysemy",0.2,1.6431676725155
"423","guard","M2_b_M1_a","Polysemy",0.3,1.41813649241218
"424","guard","M2_b_M1_b","Polysemy",0.9,1.3703203194063
"425","guide","M1_a_M2_a","Polysemy",0.538461538461538,1.50639661750509
"426","guide","M1_a_M2_b","Polysemy",0.5,1.22474487139159
"427","guide","M1_b_M2_a","Polysemy",0.555555555555556,1.50923085635624
"428","guide","M1_b_M2_b","Polysemy",-0.444444444444444,1.42400062421959
"429","guide","M2_a_M1_a","Polysemy",-0.5,1.30930734141595
"430","guide","M2_a_M1_b","Polysemy",-0.3125,1.40089257261219
"431","guide","M2_b_M1_a","Polysemy",-0.857142857142857,1.3451854182691
"432","guide","M2_b_M1_b","Polysemy",-0.5,1.35400640077266
"433","hail","M1_a_M2_a","Polysemy",-1.30769230769231,1.10940039245046
"434","hail","M1_a_M2_b","Polysemy",-1.28571428571429,0.487950036474267
"435","hail","M1_b_M2_a","Polysemy",-0.571428571428571,1.13389341902768
"436","hail","M1_b_M2_b","Polysemy",-1.3,0.948683298050514
"437","hail","M2_a_M1_a","Polysemy",1.08333333333333,0.792961461098759
"438","hail","M2_a_M1_b","Polysemy",1.125,0.991031208965115
"439","hail","M2_b_M1_a","Polysemy",1.16666666666667,0.834847109936722
"440","hail","M2_b_M1_b","Polysemy",0.777777777777778,1.39443337755679
"441","home","M1_a_M2_a","Polysemy",-0.636363636363636,1.36181696807811
"442","home","M1_a_M2_b","Polysemy",-0.25,1.38873014965883
"443","home","M1_b_M2_a","Polysemy",-0.875,1.80772153354911
"444","home","M1_b_M2_b","Polysemy",-1.08333333333333,1.08362466945083
"445","home","M2_a_M1_a","Polysemy",0.5,1.56669890360128
"446","home","M2_a_M1_b","Polysemy",1.5,0.547722557505166
"447","home","M2_b_M1_a","Polysemy",-0.285714285714286,1.60356745147455
"448","home","M2_b_M1_b","Polysemy",0.571428571428571,1.74154156796989
"449","intelligence","M1_a_M2_a","Polysemy",-1.22222222222222,0.97182531580755
"450","intelligence","M1_a_M2_b","Polysemy",-1.36363636363636,0.504524979109513
"451","intelligence","M1_b_M2_a","Polysemy",-0.615384615384615,1.38675049056307
"452","intelligence","M1_b_M2_b","Polysemy",-0.875,1.24642345475822
"453","intelligence","M2_a_M1_a","Polysemy",0.333333333333333,1.49602648308619
"454","intelligence","M2_a_M1_b","Polysemy",1.16666666666667,1.16904519445001
"455","intelligence","M2_b_M1_a","Polysemy",1.375,1.40788595317336
"456","intelligence","M2_b_M1_b","Polysemy",0.625,1.06066017177982
"457","issue","M1_a_M2_a","Polysemy",-1.23076923076923,0.832050294337844
"458","issue","M1_a_M2_b","Polysemy",-1.375,0.517549169506766
"459","issue","M1_b_M2_a","Polysemy",-1.42857142857143,0.534522483824849
"460","issue","M1_b_M2_b","Polysemy",-1.25,0.866025403784439
"461","issue","M2_a_M1_a","Polysemy",0.888888888888889,1.45296631451356
"462","issue","M2_a_M1_b","Polysemy",0.777777777777778,1.092906420717
"463","issue","M2_b_M1_a","Polysemy",1,1.4142135623731
"464","issue","M2_b_M1_b","Polysemy",1.3,0.948683298050514
"465","jam","M1_a_M2_a","Homonymy",0,1.73205080756888
"466","jam","M1_a_M2_b","Homonymy",-1.625,0.517549169506766
"467","jam","M1_b_M2_a","Homonymy",-0.5,1.58113883008419
"468","jam","M1_b_M2_b","Homonymy",-0.75,1.48804761828569
"469","jam","M2_a_M1_a","Homonymy",-0.0769230769230769,1.60527975036225
"470","jam","M2_a_M1_b","Homonymy",-0.333333333333333,1.58113883008419
"471","jam","M2_b_M1_a","Homonymy",0.375,1.50594061730772
"472","jam","M2_b_M1_b","Homonymy",0.692307692307692,1.25064086135971
"473","key","M1_a_M2_a","Polysemy",-0.615384615384615,1.55662356498831
"474","key","M1_a_M2_b","Polysemy",-1.4,0.966091783079296
"475","key","M1_b_M2_a","Polysemy",-1.14285714285714,1.0690449676497
"476","key","M1_b_M2_b","Polysemy",-0.6,1.64654520469713
"477","key","M2_a_M1_a","Polysemy",0.222222222222222,1.48136573621926
"478","key","M2_a_M1_b","Polysemy",1,1.30930734141595
"479","key","M2_b_M1_a","Polysemy",-0.272727272727273,1.4893561757289
"480","key","M2_b_M1_b","Polysemy",0.1,1.66332999331662
"481","lamb","M1_a_M2_a","Polysemy",-0.222222222222222,1.48136573621926
"482","lamb","M1_a_M2_b","Polysemy",-0.6,1.42984070596848
"483","lamb","M1_b_M2_a","Polysemy",0.75,1.25830573921179
"484","lamb","M1_b_M2_b","Polysemy",-0.916666666666667,1.24011240937215
"485","lamb","M2_a_M1_a","Polysemy",0.333333333333333,1.80277563773199
"486","lamb","M2_a_M1_b","Polysemy",-0.363636363636364,1.56669890360128
"487","lamb","M2_b_M1_a","Polysemy",0.5,1.58113883008419
"488","lamb","M2_b_M1_b","Polysemy",1.15384615384615,1.06818801763811
"489","lap","M1_a_M2_a","Homonymy",1.5,0.547722557505166
"490","lap","M1_a_M2_b","Homonymy",0.777777777777778,1.39443337755679
"491","lap","M1_b_M2_a","Homonymy",0.285714285714286,1.25356634105602
"492","lap","M1_b_M2_b","Homonymy",0.125,1.24642345475822
"493","lap","M2_a_M1_a","Homonymy",-0.75,1.13818036595899
"494","lap","M2_a_M1_b","Homonymy",-0.818181818181818,1.4709304414677
"495","lap","M2_b_M1_a","Homonymy",-1.16666666666667,1.11464085804543
"496","lap","M2_b_M1_b","Homonymy",-0.923076923076923,1.18754217199071
"497","load","M1_a_M2_a","Polysemy",0.75,1.48804761828569
"498","load","M1_a_M2_b","Polysemy",0.714285714285714,0.755928946018454
"499","load","M1_b_M2_a","Polysemy",0.5,1.6431676725155
"500","load","M1_b_M2_b","Polysemy",0.833333333333333,0.937436866561092
"501","load","M2_a_M1_a","Polysemy",-0.461538461538462,1.45002210416397
"502","load","M2_a_M1_b","Polysemy",-0.846153846153846,1.14354374979373
"503","load","M2_b_M1_a","Polysemy",-1.3,0.948683298050514
"504","load","M2_b_M1_b","Polysemy",-1.11111111111111,1.53659074288215
"505","lock","M1_a_M2_a","Homonymy",1.45454545454545,0.522232967867094
"506","lock","M1_a_M2_b","Homonymy",1.18181818181818,1.40129809949074
"507","lock","M1_b_M2_a","Homonymy",1.27272727272727,0.904534033733291
"508","lock","M1_b_M2_b","Homonymy",1.14285714285714,1.0690449676497
"509","lock","M2_a_M1_a","Homonymy",0.125,1.5526475085203
"510","lock","M2_a_M1_b","Homonymy",-1.23076923076923,1.09192842819834
"511","lock","M2_b_M1_a","Homonymy",-1.3,0.948683298050514
"512","lock","M2_b_M1_b","Homonymy",-1.42857142857143,0.534522483824849
"513","lunch","M1_a_M2_a","Polysemy",0.428571428571429,1.34245960914949
"514","lunch","M1_a_M2_b","Polysemy",-1.25,1.5
"515","lunch","M1_b_M2_a","Polysemy",0.833333333333333,1.47196014438797
"516","lunch","M1_b_M2_b","Polysemy",-0.777777777777778,1.39443337755679
"517","lunch","M2_a_M1_a","Polysemy",-0.357142857142857,1.44686094473747
"518","lunch","M2_a_M1_b","Polysemy",-0.555555555555556,1.23603308118261
"519","lunch","M2_b_M1_a","Polysemy",0.666666666666667,1.49747261825525
"520","lunch","M2_b_M1_b","Polysemy",0.4,1.71269767715535
"521","market","M1_a_M2_a","Polysemy",-0.8,1.31656117720877
"522","market","M1_a_M2_b","Polysemy",0,1.65144564768954
"523","market","M1_b_M2_a","Polysemy",-0.666666666666667,1.80277563773199
"524","market","M1_b_M2_b","Polysemy",-0.5,1.77951304200522
"525","market","M2_a_M1_a","Polysemy",0.571428571428571,1.51185789203691
"526","market","M2_a_M1_b","Polysemy",0.6,1.64654520469713
"527","market","M2_b_M1_a","Polysemy",0.125,1.5526475085203
"528","market","M2_b_M1_b","Polysemy",0.5,1.38169855941551
"529","match","M1_a_M2_a","Homonymy",0.4,1.54919333848297
"530","match","M1_a_M2_b","Homonymy",0.875,1.24642345475822
"531","match","M1_b_M2_a","Homonymy",0.4,1.50554530541816
"532","match","M1_b_M2_b","Homonymy",0.444444444444444,1.42400062421959
"533","match","M2_a_M1_a","Homonymy",0.333333333333333,1.03279555898864
"534","match","M2_a_M1_b","Homonymy",-0.1,1.66332999331662
"535","match","M2_b_M1_a","Homonymy",0.222222222222222,1.71593835683117
"536","match","M2_b_M1_b","Homonymy",-0.909090909090909,1.04446593573419
"537","medicine","M1_a_M2_a","Polysemy",-1.63636363636364,0.504524979109513
"538","medicine","M1_a_M2_b","Polysemy",-1,1.22474487139159
"539","medicine","M1_b_M2_a","Polysemy",-1.25,0.462910049886276
"540","medicine","M1_b_M2_b","Polysemy",-1.25,0.462910049886276
"541","medicine","M2_a_M1_a","Polysemy",1.27272727272727,0.904534033733291
"542","medicine","M2_a_M1_b","Polysemy",0.9,1.10050493461461
"543","medicine","M2_b_M1_a","Polysemy",1.30769230769231,0.85485041426511
"544","medicine","M2_b_M1_b","Polysemy",1,1.47709789175199
"545","message","M1_a_M2_a","Polysemy",0,1.4142135623731
"546","message","M1_a_M2_b","Polysemy",-0.111111111111111,1.36422546197874
"547","message","M1_b_M2_a","Polysemy",-0.333333333333333,1.03279555898864
"548","message","M1_b_M2_b","Polysemy",-1.07142857142857,1.20666646429076
"549","message","M2_a_M1_a","Polysemy",-0.0769230769230769,1.75411603861406
"550","message","M2_a_M1_b","Polysemy",-0.666666666666667,1
"551","message","M2_b_M1_a","Polysemy",0,1.27920429813366
"552","message","M2_b_M1_b","Polysemy",-0.428571428571429,1.98805959477601
"553","mold","M1_a_M2_a","Homonymy",-0.9,1.3703203194063
"554","mold","M1_a_M2_b","Homonymy",-0.285714285714286,1.60356745147455
"555","mold","M1_b_M2_a","Homonymy",-0.615384615384615,1.19292787840545
"556","mold","M1_b_M2_b","Homonymy",0.444444444444444,1.13038833052088
"557","mold","M2_a_M1_a","Homonymy",0.153846153846154,1.5191090506255
"558","mold","M2_a_M1_b","Homonymy",0.428571428571429,1.71824938596845
"559","mold","M2_b_M1_a","Homonymy",0,1.4142135623731
"560","mold","M2_b_M1_b","Homonymy",0.363636363636364,1.56669890360128
"561","mole","M1_a_M2_a","Homonymy",-1.25,0.5
"562","mole","M1_a_M2_b","Homonymy",0.125,1.5526475085203
"563","mole","M1_b_M2_a","Homonymy",-0.222222222222222,1.48136573621926
"564","mole","M1_b_M2_b","Homonymy",-0.266666666666667,1.27988094684437
"565","mole","M2_a_M1_a","Homonymy",0.545454545454545,1.69491217257039
"566","mole","M2_a_M1_b","Homonymy",0.3,1.63639169448448
"567","mole","M2_b_M1_a","Homonymy",0.555555555555556,1.23603308118261
"568","mole","M2_b_M1_b","Homonymy",0.0833333333333333,1.16450015288132
"569","movement","M1_a_M2_a","Polysemy",-0.9,1.3703203194063
"570","movement","M1_a_M2_b","Polysemy",-1,1.5
"571","movement","M1_b_M2_a","Polysemy",0.266666666666667,1.57963226582585
"572","movement","M1_b_M2_b","Polysemy",-0.1,1.44913767461894
"573","movement","M2_a_M1_a","Polysemy",0.333333333333333,1.50554530541816
"574","movement","M2_a_M1_b","Polysemy",-0.888888888888889,1.16666666666667
"575","movement","M2_b_M1_a","Polysemy",-0.416666666666667,1.50504203102489
"576","movement","M2_b_M1_b","Polysemy",-0.285714285714286,1.60356745147455
"577","newspaper","M1_a_M2_a","Polysemy",-0.428571428571429,1.39727626201154
"578","newspaper","M1_a_M2_b","Polysemy",-1.11111111111111,0.927960727138337
"579","newspaper","M1_b_M2_a","Polysemy",-1.3,1.25166555703457
"580","newspaper","M1_b_M2_b","Polysemy",-0.75,1.16496474502144
"581","newspaper","M2_a_M1_a","Polysemy",0.363636363636364,1.36181696807811
"582","newspaper","M2_a_M1_b","Polysemy",1.09090909090909,1.13618180363404
"583","newspaper","M2_b_M1_a","Polysemy",-0.533333333333333,1.35576371027375
"584","newspaper","M2_b_M1_b","Polysemy",0.714285714285714,1.60356745147455
"585","orange","M1_a_M2_a","Polysemy",-0.5,1.08012344973464
"586","orange","M1_a_M2_b","Polysemy",-0.333333333333333,1.50554530541816
"587","orange","M1_b_M2_a","Polysemy",-0.909090909090909,1.300349603341
"588","orange","M1_b_M2_b","Polysemy",-0.6,1.24211800681624
"589","orange","M2_a_M1_a","Polysemy",-0.666666666666667,1.58113883008419
"590","orange","M2_a_M1_b","Polysemy",0.142857142857143,1.4638501094228
"591","orange","M2_b_M1_a","Polysemy",-0.333333333333333,1.43548112513055
"592","orange","M2_b_M1_b","Polysemy",-0.375,1.50594061730772
"593","page","M1_a_M2_a","Homonymy",1.28571428571429,1.11269728052837
"594","page","M1_a_M2_b","Homonymy",1.06666666666667,1.33452327853522
"595","page","M1_b_M2_a","Homonymy",1.25,1.35680105059994
"596","page","M1_b_M2_b","Homonymy",1.45454545454545,1.21355975243384
"597","page","M2_a_M1_a","Homonymy",-2,0
"598","page","M2_a_M1_b","Homonymy",-1.5,0.97182531580755
"599","page","M2_b_M1_a","Homonymy",-2,0
"600","page","M2_b_M1_b","Homonymy",-1.625,0.517549169506766
"601","palm","M1_a_M2_a","Homonymy",0.272727272727273,1.4893561757289
"602","palm","M1_a_M2_b","Homonymy",-0.583333333333333,1.24011240937215
"603","palm","M1_b_M2_a","Homonymy",-0.666666666666667,2.06559111797729
"604","palm","M1_b_M2_b","Homonymy",-0.111111111111111,1.83333333333333
"605","palm","M2_a_M1_a","Homonymy",0.416666666666667,1.08362466945083
"606","palm","M2_a_M1_b","Homonymy",-1.16666666666667,1.16904519445001
"607","palm","M2_b_M1_a","Homonymy",1,1.34164078649987
"608","palm","M2_b_M1_b","Homonymy",0.363636363636364,1.36181696807811
"609","panel","M1_a_M2_a","Polysemy",-1,1.4142135623731
"610","panel","M1_a_M2_b","Polysemy",-1.77777777777778,0.440958551844098
"611","panel","M1_b_M2_a","Polysemy",0.111111111111111,1.36422546197874
"612","panel","M1_b_M2_b","Polysemy",-0.411764705882353,1.27763568405726
"613","panel","M2_a_M1_a","Polysemy",1.125,0.353553390593274
"614","panel","M2_a_M1_b","Polysemy",-0.5,1.30930734141595
"615","panel","M2_b_M1_a","Polysemy",0.636363636363636,1.36181696807811
"616","panel","M2_b_M1_b","Polysemy",-0.666666666666667,1.36626010212795
"617","passage","M1_a_M2_a","Polysemy",-0.636363636363636,1.56669890360128
"618","passage","M1_a_M2_b","Polysemy",-1.41666666666667,0.90033663737852
"619","passage","M1_b_M2_a","Polysemy",-0.142857142857143,1.4638501094228
"620","passage","M1_b_M2_b","Polysemy",-0.285714285714286,1.68379477228219
"621","passage","M2_a_M1_a","Polysemy",0.0714285714285714,1.6391501416323
"622","passage","M2_a_M1_b","Polysemy",-1.25,0.5
"623","passage","M2_b_M1_a","Polysemy",0.75,1.89296944860009
"624","passage","M2_b_M1_b","Polysemy",0.416666666666667,1.50504203102489
"625","pen","M1_a_M2_a","Homonymy",-0.285714285714286,1.25356634105602
"626","pen","M1_a_M2_b","Homonymy",0.375,1.18773493916542
"627","pen","M1_b_M2_a","Homonymy",-0.333333333333333,1.43548112513055
"628","pen","M1_b_M2_b","Homonymy",1,1.09544511501033
"629","pen","M2_a_M1_a","Homonymy",-0.833333333333333,1.40345893053447
"630","pen","M2_a_M1_b","Homonymy",-0.266666666666667,1.43759057685652
"631","pen","M2_b_M1_a","Homonymy",-0.307692307692308,1.31558702896054
"632","pen","M2_b_M1_b","Homonymy",-0.8,1.09544511501033
"633","perch","M1_a_M2_a","Homonymy",0.444444444444444,1.42400062421959
"634","perch","M1_a_M2_b","Homonymy",1.125,0.991031208965115
"635","perch","M1_b_M2_a","Homonymy",0.461538461538462,1.45002210416397
"636","perch","M1_b_M2_b","Homonymy",0,1.69030850945703
"637","perch","M2_a_M1_a","Homonymy",-0.9,1.10050493461461
"638","perch","M2_a_M1_b","Homonymy",-0.285714285714286,1.60356745147455
"639","perch","M2_b_M1_a","Homonymy",0.0833333333333333,1.37895436890245
"640","perch","M2_b_M1_b","Homonymy",-0.636363636363636,1.56669890360128
"641","pick","M1_a_M2_a","Polysemy",0,1.56347191994114
"642","pick","M1_a_M2_b","Polysemy",0.25,1.5
"643","pick","M1_b_M2_a","Polysemy",-0.5,1.56669890360128
"644","pick","M1_b_M2_b","Polysemy",0,1.47709789175199
"645","pick","M2_a_M1_a","Polysemy",0.857142857142857,0.899735410842437
"646","pick","M2_a_M1_b","Polysemy",0.4,1.50554530541816
"647","pick","M2_b_M1_a","Polysemy",-0.0909090909090909,1.51357493732854
"648","pick","M2_b_M1_b","Polysemy",-0.583333333333333,1.44337567297406
"649","pitcher","M1_a_M2_a","Homonymy",0,1.50554530541816
"650","pitcher","M1_a_M2_b","Homonymy",0,1.29099444873581
"651","pitcher","M1_b_M2_a","Homonymy",-0.375,1.50594061730772
"652","pitcher","M1_b_M2_b","Homonymy",-0.333333333333333,1.50554530541816
"653","pitcher","M2_a_M1_a","Homonymy",0.1,1.85292561462497
"654","pitcher","M2_a_M1_b","Homonymy",0,1.69030850945703
"655","pitcher","M2_b_M1_a","Homonymy",-0.25,1.35680105059994
"656","pitcher","M2_b_M1_b","Homonymy",-0.818181818181818,1.4709304414677
"657","poach","M1_a_M2_a","Homonymy",1.16666666666667,0.408248290463863
"658","poach","M1_a_M2_b","Homonymy",-0.833333333333333,1.19341628287971
"659","poach","M1_b_M2_a","Homonymy",0.642857142857143,1.78054195972172
"660","poach","M1_b_M2_b","Homonymy",0.0909090909090909,1.70026735865542
"661","poach","M2_a_M1_a","Homonymy",-1.25,0.866025403784439
"662","poach","M2_a_M1_b","Homonymy",-2,0
"663","poach","M2_b_M1_a","Homonymy",-0.75,1.25830573921179
"664","poach","M2_b_M1_b","Homonymy",-0.636363636363636,1.36181696807811
"665","port","M1_a_M2_a","Homonymy",-1.625,0.517549169506766
"666","port","M1_a_M2_b","Homonymy",-1.09090909090909,0.831209414593634
"667","port","M1_b_M2_a","Homonymy",-1.6,0.516397779494322
"668","port","M1_b_M2_b","Homonymy",-1.125,0.353553390593274
"669","port","M2_a_M1_a","Homonymy",1,1.34164078649987
"670","port","M2_a_M1_b","Homonymy",1.66666666666667,0.5
"671","port","M2_b_M1_a","Homonymy",0.888888888888889,1.16666666666667
"672","port","M2_b_M1_b","Homonymy",1.08333333333333,1.50504203102489
"673","position","M1_a_M2_a","Polysemy",0.5,1.58113883008419
"674","position","M1_a_M2_b","Polysemy",0.3,1.41813649241218
"675","position","M1_b_M2_a","Polysemy",0.5,1.55662356498831
"676","position","M1_b_M2_b","Polysemy",-0.166666666666667,1.26730446462585
"677","position","M2_a_M1_a","Polysemy",-0.3,1.41813649241218
"678","position","M2_a_M1_b","Polysemy",-0.125,1.5526475085203
"679","position","M2_b_M1_a","Polysemy",-0.25,1.5
"680","position","M2_b_M1_b","Polysemy",-0.4,1.71269767715535
"681","post","M1_a_M2_a","Homonymy",-0.777777777777778,1.64147630029935
"682","post","M1_a_M2_b","Homonymy",-0.272727272727273,1.27207775634268
"683","post","M1_b_M2_a","Homonymy",-0.692307692307692,1.43669849450139
"684","post","M1_b_M2_b","Homonymy",-0.583333333333333,1.24011240937215
"685","post","M2_a_M1_a","Homonymy",1.08333333333333,1.08362466945083
"686","post","M2_a_M1_b","Homonymy",1.55555555555556,1.0137937550497
"687","post","M2_b_M1_a","Homonymy",0.875,1.24642345475822
"688","post","M2_b_M1_b","Homonymy",-0.25,2.06155281280883
"689","punch","M1_a_M2_a","Homonymy",1.125,1.35620268186054
"690","punch","M1_a_M2_b","Homonymy",0.923076923076923,1.3821202589704
"691","punch","M1_b_M2_a","Homonymy",0.1,1.85292561462497
"692","punch","M1_b_M2_b","Homonymy",0.416666666666667,1.50504203102489
"693","punch","M2_a_M1_a","Homonymy",-1.25,1.38873014965883
"694","punch","M2_a_M1_b","Homonymy",-0.666666666666667,1.58113883008419
"695","punch","M2_b_M1_a","Homonymy",-1.11111111111111,1.26929551764398
"696","punch","M2_b_M1_b","Homonymy",-0.555555555555556,1.23603308118261
"697","pupil","M1_a_M2_a","Homonymy",1,1.27920429813366
"698","pupil","M1_a_M2_b","Homonymy",0.1,1.44913767461894
"699","pupil","M1_b_M2_a","Homonymy",1.16666666666667,1.11464085804543
"700","pupil","M1_b_M2_b","Homonymy",0,1.69030850945703
"701","pupil","M2_a_M1_a","Homonymy",-0.875,1.80772153354911
"702","pupil","M2_a_M1_b","Homonymy",-1.16666666666667,1.11464085804543
"703","pupil","M2_b_M1_a","Homonymy",-0.333333333333333,1.15470053837925
"704","pupil","M2_b_M1_b","Homonymy",-0.538461538461538,1.33012434352235
"705","push","M1_a_M2_a","Polysemy",1,1.15470053837925
"706","push","M1_a_M2_b","Polysemy",1.42857142857143,1.08940955880384
"707","push","M1_b_M2_a","Polysemy",1,1.30930734141595
"708","push","M1_b_M2_b","Polysemy",1.22222222222222,1.30170827931778
"709","push","M2_a_M1_a","Polysemy",-1.66666666666667,0.887625364598595
"710","push","M2_a_M1_b","Polysemy",-1.5,1.0690449676497
"711","push","M2_b_M1_a","Polysemy",-1.28571428571429,0.487950036474267
"712","push","M2_b_M1_b","Polysemy",-1.5,0.97182531580755
"713","racket","M1_a_M2_a","Homonymy",0.875,0.83452296039628
"714","racket","M1_a_M2_b","Homonymy",1.13333333333333,1.18723367940933
"715","racket","M1_b_M2_a","Homonymy",0,1.91485421551268
"716","racket","M1_b_M2_b","Homonymy",1.55555555555556,0.52704627669473
"717","racket","M2_a_M1_a","Homonymy",-1,1.54919333848297
"718","racket","M2_a_M1_b","Homonymy",-0.777777777777778,1.39443337755679
"719","racket","M2_b_M1_a","Homonymy",-0.7,1.49443411809733
"720","racket","M2_b_M1_b","Homonymy",-1.64285714285714,0.497245158098847
"721","rock","M1_a_M2_a","Homonymy",0,1.33333333333333
"722","rock","M1_a_M2_b","Homonymy",-0.2,2.04939015319192
"723","rock","M1_b_M2_a","Homonymy",-0.4,1.71269767715535
"724","rock","M1_b_M2_b","Homonymy",-0.375,1.50594061730772
"725","rock","M2_a_M1_a","Homonymy",0.4,1.50554530541816
"726","rock","M2_a_M1_b","Homonymy",-0.0769230769230769,1.75411603861406
"727","rock","M2_b_M1_a","Homonymy",-0.692307692307692,1.43669849450139
"728","rock","M2_b_M1_b","Homonymy",0.555555555555556,1.50923085635624
"729","run","M1_a_M2_a","Polysemy",-0.5,1.73205080756888
"730","run","M1_a_M2_b","Polysemy",-1.55555555555556,0.52704627669473
"731","run","M1_b_M2_a","Polysemy",-1.42857142857143,0.534522483824849
"732","run","M1_b_M2_b","Polysemy",-0.6,1.24211800681624
"733","run","M2_a_M1_a","Polysemy",1.30769230769231,1.10940039245046
"734","run","M2_a_M1_b","Polysemy",1.08333333333333,1.08362466945083
"735","run","M2_b_M1_a","Polysemy",0.181818181818182,1.40129809949074
"736","run","M2_b_M1_b","Polysemy",0.714285714285714,1.88982236504614
"737","sage","M1_a_M2_a","Homonymy",0.625,1.40788595317336
"738","sage","M1_a_M2_b","Homonymy",0.5,1.60356745147455
"739","sage","M1_b_M2_a","Homonymy",0.5,1.60356745147455
"740","sage","M1_b_M2_b","Homonymy",0.6,1.17378779077727
"741","sage","M2_a_M1_a","Homonymy",-0.6,1.64654520469713
"742","sage","M2_a_M1_b","Homonymy",-1.28571428571429,1.11269728052837
"743","sage","M2_b_M1_a","Homonymy",-0.8,1.52127765851133
"744","sage","M2_b_M1_b","Homonymy",-0.583333333333333,1.44337567297406
"745","scale","M1_a_M2_a","Homonymy",-0.166666666666667,1.72240142436851
"746","scale","M1_a_M2_b","Homonymy",0.2,1.31656117720877
"747","scale","M1_b_M2_a","Homonymy",0.166666666666667,1.26730446462585
"748","scale","M1_b_M2_b","Homonymy",0.363636363636364,1.36181696807811
"749","scale","M2_a_M1_a","Homonymy",0,1.4142135623731
"750","scale","M2_a_M1_b","Homonymy",-0.2,1.31656117720877
"751","scale","M2_b_M1_a","Homonymy",-0.25,1.13818036595899
"752","scale","M2_b_M1_b","Homonymy",-0.444444444444444,1.87823794493077
"753","scene","M1_a_M2_a","Polysemy",-1,1.54919333848297
"754","scene","M1_a_M2_b","Polysemy",-0.9,1.10050493461461
"755","scene","M1_b_M2_a","Polysemy",-1.54545454545455,0.522232967867094
"756","scene","M1_b_M2_b","Polysemy",-1.5,0.52704627669473
"757","scene","M2_a_M1_a","Polysemy",0.3,1.15950180872841
"758","scene","M2_a_M1_b","Polysemy",0.142857142857143,1.77281052085584
"759","scene","M2_b_M1_a","Polysemy",0.75,1.13818036595899
"760","scene","M2_b_M1_b","Polysemy",1,1.04446593573419
"761","seal","M1_a_M2_a","Homonymy",0,1.73205080756888
"762","seal","M1_a_M2_b","Homonymy",0.285714285714286,1.60356745147455
"763","seal","M1_b_M2_a","Homonymy",0.3,1.41813649241218
"764","seal","M1_b_M2_b","Homonymy",0.846153846153846,1.14354374979373
"765","seal","M2_a_M1_a","Homonymy",-0.3,1.63639169448448
"766","seal","M2_a_M1_b","Homonymy",-0.111111111111111,1.56764675225935
